School Name,School Code,Link (Excel),Direct URL
S1405 KASANDA,results\s1405,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1405.htm
S1406 JAMHURI DSM,results\s1406,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1406.htm
S1407 ARCH BISHOP KAHURANANGA,results\s1407,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1407.htm
S1408 CHIKOPELO,results\s1408,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1408.htm
S1409 HAGAFILO,results\s1409,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1409.htm
S1410 MSALALA,results\s1410,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1410.htm
S1411 KIUTA,results\s1411,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1411.htm
S1412 VICTORIA,results\s1412,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1412.htm
S1414 MASANZE,results\s1414,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1414.htm
S1415 BUKWIMBA,results\s1415,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1415.htm
S1416 KIBORILONI,results\s1416,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1416.htm
S1417 NGIMU,results\s1417,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1417.htm
S1418 KISHAPU,results\s1418,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1418.htm
S1419 BANGWE,results\s1419,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1419.htm
S1420 KAYUKI,results\s1420,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1420.htm
S1421 MAKONG'ONDA,results\s1421,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1421.htm
S1422 KIBACHA,results\s1422,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1422.htm
S1423 MATADI,results\s1423,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1423.htm
S1424 SOGESCA,results\s1424,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1424.htm
S1425 BADUGU,results\s1425,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1425.htm
S1427 MKUMBI,results\s1427,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1427.htm
S1428 LITUHI,results\s1428,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1428.htm
S1429 MATIRI,results\s1429,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1429.htm
S1430 KIUMA,results\s1430,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1430.htm
S1433 BALILI,results\s1433,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1433.htm
S1434 PIUS,results\s1434,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1434.htm
S1435 MICHIGA,results\s1435,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1435.htm
S1436 GEORGE KONGOWE,results\s1436,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1436.htm
S1437 FILBERT BAYI,results\s1437,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1437.htm
S1438 KAGOMA,results\s1438,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1438.htm
S1439 KIDODI,results\s1439,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1439.htm
S1442 MWANDET,results\s1442,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1442.htm
S1444 KABILA,results\s1444,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1444.htm
S1446 GEORGE WASHINGTON,results\s1446,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1446.htm
S1447 MHUMBU ISLAMIC SEMINARY,results\s1447,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1447.htm
S1448 LUKUMBULE,results\s1448,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1448.htm
S1449 PEACE AND LOVE,results\s1449,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1449.htm
S1450 EFATHA SEMINARY,results\s1450,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1450.htm
S1451 MTANGALANGA,results\s1451,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1451.htm
S1452 CHAMRIHO,results\s1452,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1452.htm
S1453 KALOBE,results\s1453,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1453.htm
S1454 LONDONI,results\s1454,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1454.htm
S1456 ITIJI,results\s1456,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1456.htm
S1457 IBANDA,results\s1457,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1457.htm
S1458 KIBOGORA,results\s1458,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1458.htm
S1459 IMEZU,results\s1459,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1459.htm
S1460 MWANHALA,results\s1460,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1460.htm
S1461 KISAKA,results\s1461,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1461.htm
S1462 KIWIRA COAL MINE,results\s1462,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1462.htm
S1463 AMANAH ISLAMIC SEMINARY,results\s1463,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1463.htm
S1464 KIPOLOLO,results\s1464,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1464.htm
S1465 MALATI,results\s1465,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1465.htm
S1466 MAGADINI,results\s1466,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1466.htm
S1467 ISUTO,results\s1467,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1467.htm
S1468 CHAUME,results\s1468,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1468.htm
S1469 MBONEA,results\s1469,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1469.htm
S1470 KIARA,results\s1470,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1470.htm
S1471 SUNGU,results\s1471,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1471.htm
S1472 MWAMALASA,results\s1472,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1472.htm
S1473 UYOWA,results\s1473,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1473.htm
S1474 WHITE LAKE,results\s1474,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1474.htm
S1475 PERFECT VISION,results\s1475,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1475.htm
S1476 IKUWO,results\s1476,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1476.htm
S1477 KABASA,results\s1477,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1477.htm
S1479 NAKAPANYA,results\s1479,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1479.htm
S1480 KAJUNGUTI,results\s1480,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1480.htm
S1482 KAGEMU,results\s1482,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1482.htm
S1483 KALEMBO,results\s1483,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1483.htm
S1484 SAKILA,results\s1484,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1484.htm
S1485 LEMARA,results\s1485,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1485.htm
S1486 MURAD SADDIQ,results\s1486,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1486.htm
S1487 BOKO,results\s1487,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1487.htm
S1488 ILOLO,results\s1488,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1488.htm
S1489 KATUBUKA,results\s1489,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1489.htm
S1491 SHANGANI,results\s1491,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1491.htm
S1492 KYEJO,results\s1492,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1492.htm
S1493 RIGICHA,results\s1493,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1493.htm
S1494 ULEMBWE,results\s1494,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1494.htm
S1495 GENESIS HIGH SCHOOL,results\s1495,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1495.htm
S1496 ST. AUGUSTINE NGARAMA,results\s1496,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1496.htm
S1497 NKUU,results\s1497,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1497.htm
S1498 LUGEYE,results\s1498,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1498.htm
S1499 UKUKWE,results\s1499,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1499.htm
S1500 NYAKITONTO,results\s1500,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1500.htm
S1501 MAKERE,results\s1501,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1501.htm
S1502 IHALA,results\s1502,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1502.htm
S1503 ZUHRA ISLAMIC,results\s1503,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1503.htm
S1504 KATOMA,results\s1504,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1504.htm
S1505 IKOLO,results\s1505,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1505.htm
S1507 TAGAMENDA,results\s1507,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1507.htm
S1508 SELYA,results\s1508,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1508.htm
S1509 MAWINDI,results\s1509,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1509.htm
S1510 ITAKA,results\s1510,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1510.htm
S1511 NANGURUWE,results\s1511,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1511.htm
S1512 KAYENZI,results\s1512,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1512.htm
S1513 SOMSOM,results\s1513,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1513.htm
S1514 WASA,results\s1514,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1514.htm
S1515 MABATINI,results\s1515,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1515.htm
S1516 MBEMBA,results\s1516,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1516.htm
S1517 MBAGATUZINDE,results\s1517,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1517.htm
S1518 THOMAS MORE,results\s1518,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1518.htm
S1519 TURKISH MAARIF,results\s1519,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1519.htm
S1520 KISONDELA,results\s1520,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1520.htm
S1521 OLD KOROGWE,results\s1521,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1521.htm
S1522 SCOLASTICA,results\s1522,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1522.htm
S1523 AGAPE-MBAGALA,results\s1523,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1523.htm
S1524 ONICAH,results\s1524,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1524.htm
S1525 KASANGE,results\s1525,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1525.htm
S1526 CONSOLATA,results\s1526,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1526.htm
S1527 KITAMA,results\s1527,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1527.htm
S1528 WENDE,results\s1528,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1528.htm
S1529 CENTENARY,results\s1529,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1529.htm
S1530 ST. RUFINO AND RONALDO AGR.,results\s1530,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1530.htm
S1531 OLD SHINYANGA,results\s1531,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1531.htm
S1532 IGAMBA,results\s1532,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1532.htm
S1533 KIPONZELO,results\s1533,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1533.htm
S1534 UWANDA,results\s1534,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1534.htm
S1535 NAWENGE,results\s1535,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1535.htm
S1536 NGOMA,results\s1536,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1536.htm
S1537 MTAMBILE,results\s1537,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1537.htm
S1538 SUNGA,results\s1538,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1538.htm
S1539 NYALIKUNGU,results\s1539,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1539.htm
S1540 NANYUMBU,results\s1540,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1540.htm
S1541 NAMIKUPA,results\s1541,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1541.htm
S1542 MNYAWA,results\s1542,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1542.htm
S1543 KILOBENI,results\s1543,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1543.htm
S1544 MWENA,results\s1544,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1544.htm
S1545 RAHALEO,results\s1545,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1545.htm
S1546 NYAKATANGA,results\s1546,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1546.htm
S1547 SINO-TANZANIA FRIENDSHIP,results\s1547,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1547.htm
S1548 SHISHTON,results\s1548,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1548.htm
S1549 ENGUTOTO,results\s1549,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1549.htm
S1550 QAMEYU,results\s1550,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1550.htm
S1551 KIOMONI,results\s1551,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1551.htm
S1552 CHISENGA,results\s1552,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1552.htm
S1553 HAKI,results\s1553,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1553.htm
S1554 PAJE,results\s1554,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1554.htm
S1555 UNGUJA UKUU,results\s1555,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1555.htm
S1556 DUNGA,results\s1556,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1556.htm
S1557 MWERA,results\s1557,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1557.htm
S1558 MFENESINI,results\s1558,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1558.htm
S1560 KISIWA PANZA,results\s1560,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1560.htm
S1561 KENGEJA,results\s1561,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1561.htm
S1562 CHAMBANI,results\s1562,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1562.htm
S1563 HEMED,results\s1563,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1563.htm
S1564 PIKI,results\s1564,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1564.htm
S1565 KANGAGANI,results\s1565,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1565.htm
S1566 GANDO,results\s1566,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1566.htm
S1567 SHUMBA VYAMBONI,results\s1567,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1567.htm
S1568 AL-FURQAAN ISLAMIC SEMINARY,results\s1568,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1568.htm
S1569 KANYERANYERE,results\s1569,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1569.htm
S1571 BUSEKO HILL,results\s1571,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1571.htm
S1572 WARIKU,results\s1572,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1572.htm
S1573 MLANGARINI,results\s1573,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1573.htm
S1574 THE GREAT LAKES,results\s1574,View Results,https://matokeo.necta.go.tz/results/2024/csee/CSEE2024/CSEE2024/results\s1574.htm
